book_id,original_title,authors,isbn,original_publication_year,average_rating
2883,Harvesting the Heart,Jodi Picoult,140230270,1993,3.59
2884,Never Fade,Alexandra Bracken,1423157516,2013,4.33
2885,Dewey: The Small-Town Library Cat Who Touched the World,"Vicki Myron, Bret Witter",446407410,2008,3.85
2886,The School for Good and Evil,Soman Chainani,62104896,2013,4
2887,For a Few Demons More ,Kim Harrison,60788380,2007,4.33
2888,The Secret Place,Tana French,670026328,2014,3.83
2889,Mistborn Trilogy Boxed Set,Brandon Sanderson,076536543X,2009,4.55
2890,,Jeffery Deaver,671024094,1998,4.16
2891,The Emperor's Code,Gordon Korman,545060486,2010,4.04
2892,The Complete Adventures of Curious George,"Margret Rey, H.A. Rey",618164413,1969,4.23
2893,The Drop,Michael Connelly,316069418,2011,4.14
2894,美少女戦士セーラームーン 1 [Bishōjo Senshi Sailor Moon 1],Naoko Takeuchi,189221301X,1992,4.29
2895,,"Steven D. Levitt, Stephen J. Dubner",62218360,2014,3.82
2896,Drama,"Raina Telgemeier, Gurihiru",545326990,2012,4.14
2897,Assassination Vacation,Sarah Vowell,074326004X,2005,3.98
2898,Nine Princes in Amber,Roger Zelazny,380014300,1970,4.1
2899,The Museum of Extraordinary Things,Alice Hoffman,1451693567,2014,3.73
2900,"Ender in Exile (The Ender Quintet, #2)",Orson Scott Card,765304961,2008,3.89
2901,Undead and Unwed,MaryJanice Davidson,042519485X,2004,3.81
2902,O Monte Cinco,Paulo Coelho,722536542,1996,3.61
2903,The Power of Myth,"Joseph Campbell, Bill Moyers",385418868,1988,4.3
2904,Lock In,John Scalzi,765375869,2014,3.85
2905,Longbourn,Jo Baker,385351232,2013,3.62
2906,As You Wish: Inconceivable Tales from the Making of The Princess Bride,"Cary Elwes, Joe Layden, Various, Rob Reiner",1476764026,2014,4.08
2907,"Good Night, Gorilla",Peggy Rathmann,399230033,1994,4.2
2908,"Severed Heads, Broken Hearts",Robyn Schneider,62217135,2013,3.78
2909,"In Too Deep (The 39 Clues, Book 6)",Jude Watson,054506046X,2009,4.02
2910,Catch Me If You Can,"Frank W. Abagnale, Stan Redding",1840187166,1980,4.05
2911,"Narcissus in Chains (Anita Blake, Vampire Hunter, #10)",Laurell K. Hamilton,515133876,2001,3.89
2912,,Gary Zukav,684865181,1989,3.97
2913,Claim Me,J. Kenner,345545834,2013,4.21
2914,Special Topics in Calamity Physics,Marisha Pessl,067003777X,2006,3.7
2915,Bird Box,Josh Malerman,62259652,2014,3.98
2916,Partials,Dan Wells,62071041,2012,3.94
2917,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,Timothy Egan,618773479,2006,4.04
2918,What She Left Behind,Ellen Marie Wiseman,758278454,2013,3.86
2919,Wicked,Sara Shepard,006156608X,2008,4.04
2920,Transfer of Power,Vince Flynn,1416516352,1999,4.31
2921,Ariel,Sylvia Plath,60931728,1965,4.23
2922,"Batman, Volume 1: The Court of Owls","Scott Snyder, Greg Capullo, Jonathan Glapion",1401235417,2012,4.3
2923,Practical Demonkeeping,Christopher Moore,60735422,1992,3.81
2924,The Last Templar,Raymond Khoury,451219953,2006,3.57
2925,Official Book Club Selection: A Memoir According to Kathy Griffin,Kathy Griffin,345518519,2009,3.8
2926,Kniha smíchu a zapomnění,"Milan Kundera, Aaron Asher",60932147,1979,4.01
2927,The Horse Whisperer,Nicholas Evans,440222656,1995,3.77
2928,Why Men Love Bitches: From Doormat to Dreamgirl - A Woman's Guide to Holding Her Own In A Relationship,Sherry Argov,1580627560,2009,3.89
2929,Wanted,Sara Shepard,61566179,2010,4.15
2930,The Outlaw Demon Wails ,Kim Harrison,60788704,2008,4.38
2931,Flatland: A Romance of Many Dimensions,"Edwin A. Abbott, Banesh Hoffmann",048627263X,1884,3.81
2932,The Diviners,Libba Bray,031612611X,2012,3.96
2933,The Spectacular Now,Tim Tharp,375851798,2008,3.53
2934,The Art of Loving,"Erich Fromm, Peter D. Kramer, Rainer Funk",61129739,1956,4.01
2935,Gregor and the Code of Claw,Suzanne Collins,043979143X,2007,4.25
2936,Eric,Terry Pratchett,380821214,1990,3.72
2937,The Sandman: A Game of You,"Neil Gaiman, Shawn McManus, Colleen Doran, Bryan Talbot, George Pratt, Stan Woch, Dick Giordano, Todd Klein",1563890933,1993,4.43
2938,The Other Side of the Story,Marian Keyes,60731486,2004,3.77
2939,Beach Music,Pat Conroy,553381539,1975,4.13
2940,"An Echo in the Darkness (Mark of the Lion, #2)",Francine Rivers,842313079,1994,4.6
2941,The Kiss of Deception,Mary E. Pearson,,2014,4.06
2942,Tai-Pan,James Clavell,440184622,1966,4.25
2943,The Weird Sisters,Eleanor Brown,399157220,2011,3.36
2944,The Truth,Terry Pratchett,413771164,2000,4.25
2945,The Leftovers,Tom Perrotta,312358342,2011,3.38
2946,Flow: The Psychology of Optimal Experience,Mihaly Csikszentmihalyi,60920432,1990,4.1
2947,,"Margaret Weis, Tracy Hickman",1932796789,1985,4.13
2948,,Portia de Rossi,1439177805,2010,3.83
2949,Mine Till Midnight,Lisa Kleypas,312949804,2007,4.08
2950,All the President's Men,"Carl Bernstein, Bob Woodward",1416522913,1974,4.17
2951,,Andrea Cremer,399254838,2011,4.12
2952,The Mill on the Floss,"George Eliot, A.S. Byatt",141439629,1860,3.77
2953,Super Sad True Love Story,Gary Shteyngart,1400066409,2010,3.44
2954,,Robin McKinley,441068804,1982,4.24
2955,Lover at Last,J.R. Ward,451239350,2013,4.3
2956,,"Michelle Rowen, Richelle Mead",159514451X,2011,4.45
2957,Surprised by Joy: The Shape of My Early Life,C.S. Lewis,6280838,1955,4.14
2958,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,465026567,1979,4.3
2959,Trickster's Queen,Tamora Pierce,375828788,2004,4.28
2960,,"Robert Frost, Edward Connery Lathem",805005013,1969,4.23
2961,Freak the Mighty,Rodman Philbrick,439286069,1993,3.98
2962,This Is What Happy Looks Like,Jennifer E. Smith,316212822,2013,3.69
2963,What's So Amazing About Grace?,Philip Yancey,310245656,1997,4.21
2964,Kill Shot,Vince Flynn,1416595201,2012,4.3
2965,The Plains of Passage,Jean M. Auel,553381652,1990,3.77
2966,Hard Luck,Jeff Kinney,1419711326,2013,4.28
2967,Bokhandleren i Kabul,"Åsne Seierstad, Ingrid Christopherson",316159417,2002,3.76
2968,The Merchant of Death,D.J. MacHale,743437314,2002,3.93
2969,The City & The City,China Miéville,345497511,2009,3.91
2970,Fatal Voyage,Kathy Reichs,1416510567,2001,4.04
2971,Magic Strikes,Ilona Andrews,441017029,2009,4.44
2972,My Favorite Mistake,Chelsea M. Cameron,1478322306,2012,4.01
2973,Airport,Arthur Hailey,425176088,1968,3.92
2974,Angel,James Patterson,446545244,2011,4.02
2975,Kurt Vonnegut's Cat Cradle,"Harold Bloom, Terry Southern, David H. Goldsmith, James Lundquist, Lawrence R. Broer, Peter J. Reed, Loree Rackstraw, William S. Doxey, Jerome Klinkowitz, Richard Giannone, John L. Simons, Leonard Mustazza, Zoltan Ab di-Nagy, Peter Freese, Wendy B. Faris",791071685,2002,4.35
2976,Ramona the Brave ,"Beverly Cleary, Alan Tiegreen",192751077,1975,4.09
2977,Star Wars: The Last Command,Timothy Zahn,553564927,1993,4.2
2978,The Emperor's Soul,Brandon Sanderson,1616960922,2012,4.33
2979,Just After Sunset,Stephen King,1416584080,2008,3.85
2980,Sold,Patricia McCormick,786851716,2006,4.19
2981,Double Cross,James Patterson,316015059,2007,3.99
2982,Евгений Онегин: Роман в стихах ,"Alexander Pushkin, James E. Falen",192838997,1833,4.08
2983,These Broken Stars,"Amie Kaufman, Meagan Spooner",1423171020,2013,3.93
2984,The Two Pearls of Wisdom,Alison Goodman,670062278,2008,3.98
2985,The View from Saturday,E.L. Konigsburg,689862210,1996,3.74
2986,Hidden,"P.C. Cast, Kristin Cast",312594429,2012,3.98
2987,Spell Bound,Rachel Hawkins,1423121325,2012,4.09
2988,"The Secret of the Old Clock (Nancy Drew Mystery Stories, #1)","Carolyn Keene, Russell H. Tandy, Sara Paretsky",1557091552,1930,3.98
2989,Plum Island,Nelson DeMille,446679089,1997,4.03
2990,The Story of Doctor Dolittle,"Hugh Lofting, Michael Hague",60775971,1920,3.98
2991,Second Glance,Jodi Picoult,743454510,2003,3.79
2992,Frog and Toad Together,Arnold Lobel,069401298X,1971,4.21
2993,The Lottery,Shirley Jackson,1563127873,1948,4.09
2994,Big Stone Gap,Adriana Trigiani,345459202,2000,3.86
2995,The Alexandria Link,Steve Berry,345485750,2007,3.92
2996,The Gathering,Kelley Armstrong,61797022,2011,4.03
2997,The Fiery Heart,Richelle Mead,1595143203,2013,4.39
2998,Magic Bleeds,Ilona Andrews,441018521,2010,4.46
2999,El amante japonés,"Isabel Allende, Nick Caistor, Amanda Hopkinson",1501116975,2015,3.8
3000,Jingo,Terry Pratchett,552154164,1997,4.11
3001,Kiss of Midnight,Lara Adrian,553589377,2007,3.93
3002,Sons and Lovers,"D.H. Lawrence, Geoff Dyer",375753737,1913,3.61
3003,A Woman of Substance ,Barbara Taylor Bradford,031235326X,1979,4.16
3004,Crash,Nicole  Williams,,2012,4.02
3005,The Hit,David Baldacci,1455521213,2013,4.05
3006,Count Zero,William Gibson,441013678,1986,4
3007,Peony in Love,Lisa See,140006466X,2007,3.59
3008,Twenty Boy Summer,Sarah Ockler,316051594,2009,3.89
3009,Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,"Robert T. Kiyosaki, Sharon L. Lechter",446677477,1998,4.05
3010,Isprinsessan,"Camilla Läckberg, Steven T. Murray",1605980927,2004,3.69
3011,Bookends,Jane Green,767907817,2000,3.7
3012,,Donna Mabry,,2014,4.05
3013,The Last Colony,John Scalzi,765316978,2007,4.03
3014, ,"Laura Joffe Numeroff, Felicia Bond",60283289,2002,4.26
3015,Finding Cinderella,Colleen Hoover,147677143X,2013,4.3
3016,Last Chance Saloon,Marian Keyes,60086246,1999,3.78
3017,Beauty from Pain,Georgia Cates,148234873X,2013,4.25
3018,Where Are the Children?,Mary Higgins Clark,1416507779,1975,4
3019,,Robin McKinley,441328091,1984,4.21
3020,Die Verwandlung und andere Erzählungen,"Franz Kafka, Jason Baker, Donna Freed",1593080298,1915,4.01
3021,The Space Between Us,Thrity Umrigar,006079156X,2006,3.98
3022,Gawayn and þe Grene Knyȝt,"Unknown, Burton Raffel, Neil D. Isaacs",451528182,1390,3.68
3023,Three Men in a Boat (To Say Nothing of the Dog),Jerome K. Jerome,140621334,1889,3.9
3024,Desert Solitaire,Edward Abbey,345326490,1968,4.22
3025,Plum Lovin',Janet Evanovich,312306342,2007,3.7
3026,Strengths Finder 2.0,Tom Rath,159562015X,2007,3.92
3027,Another Roadside Attraction,Tom Robbins,1842431293,1971,3.97
3028,Sarum: The Novel of England,Edward Rutherfurd,517223546,1987,4.07
3029,Rage of Angels,Sidney Sheldon,6178731,1980,3.91
3030,,Richelle Mead,1595144331,2010,4.57
3031,Everlasting,Alyson Noel,142998192X,2011,3.92
3032,,Bella Forrest,1481280767,2012,3.83
3033,The Right Stuff,Tom Wolfe,553381350,1979,4.23
3034,Cocktails for Three,Madeleine Wickham,312349998,2000,3.38
3035,Vanish,Tess Gerritsen,345476980,2006,4.13
3036,"Fluke: Or, I Know Why the Winged Whale Sings",Christopher Moore,006056668X,2003,3.73
3037,The Tell-Tale Heart,"Edgar Allan Poe, Byron Glaser, Bill D. Fountain",871917726,1843,4.22
3038,Girl in Translation,Jean Kwok,1594487561,2010,3.96
3039,Panic,Lauren Oliver,62014552,2014,3.56
3040,Because of Low,Abbi Glines,,2012,4.14
3041,,"Leonardo da Vinci, H. Anna Suh",1579124577,1519,3.97
3042,Between Sisters,Kristin Hannah,345450744,2003,4
3043,Wayward,Blake Crouch,1477808701,2013,4.12
3044,Queste,"Angie Sage, Mark Zug",60882077,2008,4.04
3045,Finding Audrey,Sophie Kinsella,553536516,2015,3.82
3046,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Mollie Katzen,913668680,1977,3.95
3047,Fox in Socks,Dr. Seuss,7158475,1965,4.04
3048,Benim Adım Kırmızı,"Orhan Pamuk, Erdağ M. Göknar",375706852,1998,3.83
3049,The Teachings of Don Juan: A Yaqui Way of Knowledge,Carlos Castaneda,671227424,1968,3.94
3050,The Sixth Man,David Baldacci,446573108,2011,4.13
3051,Stone Soup (Stories to Go!),Marcia Brown,689878362,1947,4.23
3052,The Warrior Heir,Cinda Williams Chima,786839171,2006,3.95
3053,Top Secret Twenty-One,Janet Evanovich,345542924,2014,3.79
3054,Harry Potter and the Chamber of Secrets: Sheet Music for Flute with C.D,John   Williams,075791084X,2003,4.61
3055,Death: the High Cost of Living,"Neil Gaiman, Chris Bachalo, Mark Buckingham, Tori Amos",1852864982,1993,4.21
3056,Christy,Catherine Marshall,310241634,1967,4.2
3057,Destroy Me,Tahereh Mafi,62208195,2012,4.27
3058,Gone,Lisa Gardner,553588079,2006,4.18
3059,Mindset: The New Psychology of Success,Carol S. Dweck,1400062756,2006,4.04
3060,"Beyond the Grave (The 39 Clues, #4)",Jude Watson,545060443,2009,3.92
3061,The Problem of Pain,C.S. Lewis,6280935,1940,4.12
3062,"Nudge: Improving Decisions About Health, Wealth, and Happiness","Richard H. Thaler, Cass R. Sunstein",300122233,2008,3.8
3063,The Dark Is Rising,Susan Cooper,1416949658,1973,4.07
3064,Purity,Jonathan Franzen,374239215,2015,3.59
3065,The Door to December,"Richard Paige, Dean Koontz",451205421,1985,3.94
3066,Four Blind Mice,James Patterson,747266921,2002,3.98
3067,True Colors,Kristin Hannah,312364105,2009,3.89
3068,Slapstick,Kurt Vonnegut Jr.,385334230,1976,3.87
3069,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Nassim Nicholas Taleb,812975219,2001,4.05
3070,Labyrinth,Kate Mosse,425213978,2005,3.55
3071,Founding Brothers: The Revolutionary Generation,Joseph J. Ellis,375705244,2000,3.92
3072,Forward the Foundation,Isaac Asimov,553565079,1993,4.13
3073,Saphirblau,Kerstin Gier,3401063472,2010,4.19
3074,"Going Clear: Scientology, Hollywood, and the Prison of Belief",Lawrence Wright,307700666,2013,4.02
3075,Twilight: The Graphic Novel,"Young Kim, Stephenie Meyer",759529434,2010,3.74
3076,The French Lieutenant's Woman,John Fowles,99478331,1969,3.85
3077,The Rime of the Ancient Mariner,"Samuel Taylor Coleridge, Gustave Doré",486223051,1798,3.93
3078,The Paper Bag Princess,"Robert Munsch, Michael Martchenko",920236162,1980,4.32
3079,Tortilla Flat,John Steinbeck,582461502,1935,3.82
3080,King Solomon's Mines,H. Rider Haggard,812966295,1885,3.8
3081,Love Unrehearsed,Tina Reber,,2012,4.26
3082,The Sandman: Brief Lives,"Neil Gaiman, Jill Thompson, Vince Locke, Peter Straub",1563891379,1994,4.55
3083,The Return: Nightfall,L.J. Smith,61720771,2009,3.57
3084,The People of Sparks,Jeanne DuPrau,375828257,2004,3.65
3085,Narziß und Goldmund,"Hermann Hesse, Ursule Molinaro",374506841,1930,4.19
3086,The Sandman: Fables and Reflections,"Neil Gaiman, Bryan Talbot, Stan Woch, P. Craig Russell, Shawn McManus, John Watkiss, Jill Thompson, Duncan Eagleson, Kent Williams, Todd Klein",1563891069,1990,4.45
3087,The Bone Season,Samantha Shannon,1620401398,2013,3.75
3088,Little Dorrit,"Charles Dickens, Helen Small, Stephen Wall",141439963,1855,3.97
3089,Eagle Strike,Anthony Horowitz,142406139,2003,4.11
3090,Valley of the Dolls,Jacqueline Susann,739418378,1966,3.7
3091,The Source,James A. Michener,375760385,1965,4.3
3092,You Shall Know Our Velocity!,Dave Eggers,1400033543,2002,3.62
3093,ثلاثية غرناطة,"Radwa Ashour, رضوى عاشور",9770907375,1994,4.29
3094,We're Going on a Bear Hunt,"Michael Rosen, Helen Oxenbury",689853491,1989,4.27
3095,Vampire Academy Collection,Richelle Mead,1595142711,2009,4.61
3096,Guardians of the West,David Eddings,345352661,1985,4.09
3097,The Search,Nora Roberts,399156577,2010,4.11
3098,Honeymoon,"James Patterson, Howard Roughan",446613371,2005,3.81
3099,Pandora's Star,Peter F. Hamilton,345461622,2004,4.24
3100,How to Eat Fried Worms,Thomas Rockwell,440421853,1973,3.75
3101,The Raven and Other Poems,"Edgar Allan Poe, Philip Pullman",439224063,1845,4.3
3102,The Weight of Silence,Heather Gudenkauf,077832740X,2008,3.93
3103,Trigger Warning: Short Fictions and Disturbances,Neil Gaiman,62330268,2015,3.92
3104,Lincoln,David Herbert Donald,068482535X,1995,4.17
3105,Magic Burns,Ilona Andrews,441015832,2008,4.33
3106,The Quiet American,"Graham Greene, Robert  Stone",143039024,1955,3.96
3107,The Proposition,Katie Ashley,1480114480,2012,4.05
3108,Cause of Death,Patricia Cornwell,425213382,1996,3.93
3109,Master and Commander,Patrick O'Brian,393307050,1969,4.1
3110,孫悟空と仲間たち,Akira Toriyama,575077352,1985,4.42
3111,Revelation Space,Alastair Reynolds,441009425,2000,3.97
3112,Private,"James Patterson, Maxine Paetro",316096156,2010,3.88
3113,Wicked Appetite,Janet Evanovich,312652917,2009,3.77
3114,Tales from a Not-So-Fabulous Life,Rachel Renée Russell,1416980067,2009,4.16
3115,A Hunger Like No Other,Kresley Cole,1416509879,2006,4.21
3116,A Million Suns ,Beth Revis,159514398X,2012,4.04
3117,The High Lord,Trudi Canavan,1841493155,2002,4.15
3118,The Valley of Amazement,Amy Tan,62107313,2013,3.6
3119,Three Weeks with My Brother,"Nicholas Sparks, Micah Sparks",446694851,2004,4.01
3120,The High King ,Lloyd Alexander,080508052X,1968,4.26
3121,Die for Me,Amy Plum,62004018,2011,4
3122,Gift from the Sea,Anne Morrow Lindbergh,394724550,1955,4.18
3123,Confessions of an Economic Hit Man,John Perkins,452287081,2004,3.83
3124,Ficciones,"Jorge Luis Borges, Anthony Kerrigan, Anthony Bonner",802130305,1944,4.47
3125,Winter Prey,John Sandford,425141233,1993,4.24
3126,The Complete Short Stories of Ernest Hemingway,Ernest Hemingway,684843323,1925,4.28
3127,Dandelion Wine,Ray Bradbury,671037706,1957,4.08
3128,The Mummy,Anne Rice,009947137X,1989,3.81
3129,Switch: How to Change Things When Change Is Hard,"Chip Heath, Dan Heath",385528752,2010,4.02
3130,Trail of Broken Wings,Sejal Badani,,2015,3.94
3131,The Collector,John Fowles,99470470,1963,3.99
3132,Fairest,Gail Carson Levine,60734086,2006,3.86
3133,Timequake,Kurt Vonnegut Jr.,99267543,1997,3.71
3134,The Orchardist,Amanda Coplin,006218850X,2012,3.75
3135,One Summer: America 1927,Bill Bryson,767919408,2013,4.06
3136,Evening Class,Maeve Binchy,752876821,1996,3.98
3137,The Talismans of Shannara,Terry Brooks,1857239016,1993,4.01
3138,Anne of Windy Poplars,L.M. Montgomery,808516965,1936,4.04
3139,Герой нашего времени,"Mikhail Lermontov, Paul Foote",014044176X,1840,4.11
3140,The Atonement Child,Francine Rivers,084230052X,1997,4.26
3141,Amsterdam,Ian McEwan,385494246,1998,3.41
3142,Theodore Rex,Edmund Morris,812966007,2001,4.16
3143,The Far Pavilions,M.M. Kaye,031215125X,1978,4.2
3144,Nothing to Lose,Lee Child,385340567,2008,3.9
3145,Falling Into You,Jasinda Wilder,,2013,4.04
3146,Adultério,Paulo Coelho,1101874082,2014,3.01
3147,The Rithmatist ,Brandon Sanderson,,2013,4.25
3148,The Christmas Shoes,Donna VanLiere,312289510,2001,4.22
3149,"Skinny Bitch: A No-Nonsense, Tough-Love Guide for Savvy Girls Who Want to Stop Eating Crap and Start Looking Fabulous!","Rory Freedman, Kim Barnouin",762424931,2005,3.34
3150,"Mystery Man (Dream Man, #1)",Kristen Ashley,,2011,4.25
3151,Curious George Goes to the Hospital,"Margret Rey, H.A. Rey",395181585,1966,4.22
3152,The Snowball: Warren Buffett and the Business of Life,Alice Schroeder,553805096,2008,4.05
3153,The Bride,Julie Garwood,743452925,1989,4.26
3154,Erak's Ransom,John Flanagan,1741662095,2007,4.31
3155,Missing Υou,Harlan Coben,525953493,2014,3.95
3156,Kar,"Orhan Pamuk, Maureen Freely",375706860,2002,3.55
3157,Halt's Peril,John Flanagan,1741663024,2009,4.38
3158,The Apprentice,Tess Gerritsen,345447867,2002,4.14
3159,Betty Crocker's Cookbook,Betty Crocker,307098222,1969,4.25
3160,Elsewhere,Gabrielle Zevin,312367465,2005,3.91
3161,Stay Close,Harlan Coben,525952276,2012,3.87
3162,The Quickie,"James Patterson, Michael Ledwidge",316117366,2007,3.82
3163,Step on a Crack,"James Patterson, Michael Ledwidge",316013943,2007,4
3164,Counting by 7s,Holly Goldberg Sloan,803738552,2013,4.16
3165,,Claudia Gray,61284475,2010,3.8
3166,"A Kiss of Shadows (Merry Gentry, #1)",Laurell K. Hamilton,345490657,2000,4.01
3167,Executive Power,Vince Flynn,743453964,2003,4.33
3168,Savor the Moment,"Nora Roberts, Angela Dawe",1423368886,2010,4.13
3169,The Most Dangerous Game,Richard Connell,1599869691,1924,3.91
3170,Little Brother,Cory Doctorow,765319853,2008,3.94
3171,Dearly Devoted Dexter,Jeff Lindsay,1400095921,2005,3.84
3172,Essential Rumi,"Jalaluddin Rumi, Coleman Barks",62509594,1273,4.44
3173,Inside the O'Briens,Lisa Genova,147671777X,2015,3.98
3174,Memories of Ice,Steven Erikson,765348802,2001,4.39
3175,Odd Hours,Dean Koontz,553807056,2008,3.92
3176,The Dead Girls' Dance,Rachel Caine,451220897,2007,4.06
3177,"The Realms of the Gods (Immortals, #4)",Tamora Pierce,141690817X,1996,4.32
3178,One Second After,William R. Forstchen,765317583,2009,3.92
3179,Gregor and the Curse of the Warmbloods,Suzanne Collins,439656249,2005,4.2
3180,The Lover's Dictionary,David Levithan,374193681,2011,3.89
3181,Art Through the Ages ,"Helen Gardner, Fred S. Kleiner, Christin J. Mamiya",155050907,1926,3.84
3182,The Wishsong of Shannara ,Terry Brooks,1857231325,1985,3.97
3183,The Darkest Kiss,Gena Showalter,373772327,2008,4.26
3184,The Sugar Queen,Sarah Addison Allen,553805495,2008,3.98
3185,Pure,Jennifer L. Armentrout,983157227,2012,4.34
3186,Purple Hibiscus,Chimamanda Ngozi Adichie,7189885,2003,4.11
3187,No One Belongs Here More Than You,Miranda July,743299396,2005,3.81
3188,Hammered,Kevin Hearne,345522486,2011,4.22
3189,No Rest for the Wicked,Kresley Cole,1416509887,2006,4.3
3190,Extreme Measures,Vince Flynn,1416599398,2008,4.32
3191,"Saga, Volume Four","Brian K. Vaughan, Fiona Staples",1632150778,2014,4.47
3192,A Beautiful Wedding,Jamie McGuire,1476759545,2013,4.08
3193,Bad Monkey,Carl Hiaasen,307272591,2013,3.66
3194,Sisterland,Curtis Sittenfeld,1400068312,2013,3.35
3195,"Juliet, Naked",Nick Hornby,1594488878,2009,3.48
3196,Chicken Soup for the Soul,"Jack Canfield, Mark Victor Hansen",1558749209,1993,3.94
3197,Tears of the Giraffe,Alexander McCall Smith,349116652,2000,3.95
3198,The Concrete Blonde,Michael Connelly,044661758X,1994,4.12
3199,,C.J. Roberts,,2012,4.32
3200,Carpe Jugulum,Terry Pratchett,61051586,1998,4.12
3201,The Warlord Wants Forever,Kresley Cole,,2006,4.09
3202,Bluebeard,Kurt Vonnegut Jr.,038533351X,1987,4.02
3203,"Good Faeries, Bad Faeries","Brian Froud, Terry Windling",684847817,1998,3.88
3204,,Elin Hilderbrand,316043877,2010,3.88
3205,Cycle of the Werewolf,"Stephen King, Bernie Wrightson",451822196,1983,3.62
3206,The Devil's Arithmetic,Jane Yolen,142401099,1988,4.04
3207,The World Without Us,Alan Weisman,312347294,2007,3.79
3208,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",Erik Larson,375708278,1999,4.05
3209,The Rumor,Elin Hilderbrand,316334529,2015,3.69
3210,Orlando: A Biography,Virginia Woolf,141184272,1928,3.86
3211,Thanks for the Memories,Cecelia Ahern,000723368X,2008,3.69
3212,Agnes Grey,"Anne Brontë, Angeline Goreau",140432108,1847,3.65
3213,Angels Fall,Nora Roberts,399153721,2006,3.98
3214,Pursuit of Honor,Vince Flynn,1416595163,2009,4.35
3215,"Acheron (Dark-Hunter, #15) - Part 1",Sherrilyn Kenyon,312362153,2008,4.59
3216,South of Broad,Pat Conroy,038541305X,2009,3.78
3217,The Birth House,Ami McKay,676977731,2006,3.99
3218,Fade,Lisa McMann,1416953582,2009,3.95
3219,The Little Friend,Donna Tartt,1400031699,2002,3.43
3220,Percy Jackson and the Olympians Boxed Set,Rick Riordan,1423113497,2008,4.58
3221,Savvy,Ingrid Law,803733062,2008,3.96
3222,The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons,034551176X,2009,4.16
3223,London Bridges,James Patterson,446613355,2004,3.92
3224,لا تحزن,عائض القرني,,2003,4.15
3225,Wings of Fire: An Autobiography,"A.P.J. Abdul Kalam, Arun Tiwari",8173711461,1999,4.19
3226,The Ripper,"L.J. Smith, Kevin Williamson, Julie Plec",62113933,2011,4.22
3227,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,Nate Silver,159420411X,2012,3.96
3228,Salt to the Sea,Ruta Sepetys,399160302,2016,4.36
3229,The Body in the Library,Agatha Christie,157912626X,1942,3.85
3230,The Lord of the Rings: The Art of The Fellowship of the Ring,Gary Russell,618212906,2002,4.59
3231,"Backstage Pass (Sinners on Tour, #1)",Olivia Cunning,1402244428,2010,4.05
3232,The Story About Ping,"Marjorie Flack, Kurt Wiese",448421658,1933,4.15
3233,Tales from a Not-So-Popular Party Girl,Rachel Renée Russell,1416986561,2010,4.28
3234,Farmer Boy,"Laura Ingalls Wilder, Garth Williams",60885386,1933,4.05
3235,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,1591842808,2009,4.07
3236,The All-Girl Filling Station's Last Reunion,Fannie Flagg,1400065941,2013,3.97
3237,Bastard Out of Carolina,Dorothy Allison,452287057,1992,4.09
3238,Beauty Queens,Libba Bray,439895979,2011,3.6
3239, Daemon,Daniel Suarez,525951113,2006,4.17
3240,The Burden of Proof,Scott Turow,446677124,1990,4.05
3241,Crooked Kingdom,Leigh Bardugo,,2016,4.62
3242,Born Free: A Lioness of Two Worlds,Joy Adamson,375714383,1960,4.17
3243,The Stars My Destination,"Alfred Bester, Neil Gaiman",679767800,1955,4.13
3244,,Tamora Pierce,439968089,2004,4.27
3245,Cruel Beauty,Rosamund Hodge,62224735,2014,3.74
3246,The Rise of Endymion,Dan Simmons,553572989,1997,4.16
3247,Endymion,Dan Simmons,553572946,1996,4.14
3248,The Arrival,Shaun Tan,734406940,2006,4.33
3249,Calamity,Brandon Sanderson,385743602,2016,4.2
3250,Shopgirl: A Novella,Steve Martin,786891076,2000,3.42
3251,,مصطفى محمود,,1974,3.95
3252,Tom Sawyer & Huckleberry Finn,Mark Twain,451528646,1876,4.07
3253,The Woman Upstairs,Claire Messud,307596907,2013,3.31
3254,The Stupidest Angel: A Heartwarming Tale of Christmas Terror,Christopher Moore,60842350,2004,3.82
3255,The Beautiful and Damned,F. Scott Fitzgerald,743451503,1922,3.75
3256,Confessiones Sancti Patris nostri Augustini,"Augustine of Hippo, Henry Chadwick, Albert Cook Outler",192833723,397,3.88
3257,Our Souls at Night,Kent Haruf,1101875895,2015,3.96
3258,Carolina Moon,Nora Roberts,515130389,2000,4.02
3259,The Painted Girls,Cathy Marie Buchanan,1594486247,2012,3.61
3260,UnEnchanted,Chanda Hahn,,2011,3.89
3261,"The Bedwetter: Stories of Courage, Redemption and Pee",Sarah Silverman,,2010,3.52
3262,The Talented Mr. Ripley,Patricia Highsmith,393332144,1955,3.93
3263,Chain Reaction,Simone Elkeles,802720870,2011,4.12
3264,Noble House,James Clavell,440164842,1981,4.23
